DATE,DEXCHUS
4/30/19,6.7347
5/1/19,6.7319
5/2/19,6.7337
5/3/19,6.7337
5/6/19,6.7602
5/7/19,6.7755
5/8/19,6.7818
5/9/19,6.8256
5/10/19,6.8217
5/13/19,6.8765
5/14/19,6.8737
5/15/19,6.8742
5/16/19,6.8832
5/17/19,6.9182
5/20/19,6.9111
5/21/19,6.9007
5/22/19,6.9054
5/23/19,6.9087
5/24/19,6.8997
5/28/19,6.9078
5/29/19,6.9138
5/30/19,6.9011
5/31/19,6.9027
6/3/19,6.9028
6/4/19,6.9072
6/5/19,6.9084
6/6/19,6.9082
6/7/19,6.9057
6/10/19,6.9298
6/11/19,6.9107
6/12/19,6.9161
6/13/19,6.9212
6/14/19,6.9247
6/17/19,6.9251
6/18/19,6.9002
6/19/19,6.8996
6/20/19,6.851
6/21/19,6.8686
6/24/19,6.8758
6/25/19,6.8791
6/26/19,6.8781
6/27/19,6.8762
6/28/19,6.865
7/1/19,6.8487
7/2/19,6.8717
7/3/19,6.8806
7/5/19,6.8925
7/8/19,6.8808
7/9/19,6.8866
7/10/19,6.8705
7/11/19,6.8682
7/12/19,6.8796
7/15/19,6.8769
7/16/19,6.8753
7/17/19,6.8731
7/18/19,6.8788
7/19/19,6.8812
7/22/19,6.8803
7/23/19,6.8787
7/24/19,6.8717
7/25/19,6.8714
7/26/19,6.8785
7/29/19,6.8927
7/30/19,6.8833
7/31/19,6.8833
8/1/19,6.8972
8/2/19,6.9387
8/5/19,7.0481
8/6/19,7.0192
8/7/19,7.0592
8/8/19,7.044
8/9/19,7.0613
8/12/19,7.0578
8/13/19,7.0423
8/14/19,7.0224
8/15/19,7.0327
8/16/19,7.0413
8/19/19,7.0499
8/20/19,7.0597
8/21/19,7.0623
8/22/19,7.0829
8/23/19,7.0928
8/26/19,7.1503
8/27/19,7.1603
8/28/19,7.1628
8/29/19,7.1434
8/30/19,7.1543
9/3/19,7.1786
9/4/19,7.144
9/5/19,7.1468
9/6/19,7.1131
9/9/19,7.121
9/10/19,7.1121
9/11/19,7.1153
9/12/19,7.0787
9/13/19,7.0754
9/16/19,7.0659
9/17/19,7.0905
9/18/19,7.0849
9/19/19,7.0959
9/20/19,7.0909
9/23/19,7.1168
9/24/19,7.1138
9/25/19,7.1313
9/26/19,7.13
9/27/19,7.1218
9/30/19,7.1477
10/1/19,7.1473
10/2/19,7.1473
10/3/19,7.1473
10/4/19,7.1473
10/7/19,7.1473
10/8/19,7.1422
10/9/19,7.1316
10/10/19,7.1153
10/11/19,7.0868
10/14/19,.
10/15/19,7.0814
10/16/19,7.092
10/17/19,7.0766
10/18/19,7.0805
10/21/19,7.0748
10/22/19,7.0761
10/23/19,7.0624
10/24/19,7.0684
10/25/19,7.0647
10/28/19,7.067
10/29/19,7.0655
10/30/19,7.0541
10/31/19,7.0379
11/1/19,7.0368
11/4/19,7.03
11/5/19,7.0082
11/6/19,6.9968
11/7/19,6.9766
11/8/19,6.9954
11/11/19,.
11/12/19,7.0066
11/13/19,7.0223
11/14/19,7.0195
11/15/19,7.0075
11/18/19,7.0246
11/19/19,7.0263
11/20/19,7.0344
11/21/19,7.0285
11/22/19,7.0389
11/25/19,7.0349
11/26/19,7.0319
11/27/19,7.028
11/29/19,7.0308
12/2/19,7.038
12/3/19,7.0609
12/4/19,7.0489
12/5/19,7.0445
12/6/19,7.0348
12/9/19,7.0389
12/10/19,7.0328
12/11/19,7.0384
12/12/19,6.9925
12/13/19,6.9925
12/16/19,6.9921
12/17/19,6.9967
12/18/19,7.0029
12/19/19,7.0097
12/20/19,7.0063
12/23/19,7.0124
12/24/19,7.0064
12/26/19,6.9949
12/27/19,6.9954
12/30/19,6.9864
,
